© 2000-2023 QIAGEN. All rights reserved.

Upstream Regulators	WT.Adult.CtrlRescue.vs.WT.Adult.Alone.sig2 - 2023-02-07 03:42 PM	HD.Neonatal.Rescue.vs.HD.Neonatal.Alone.sig - 2022-12-10 05:35 PM	WT.Adult.Alone.vs.HD.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Adult.Alone.vs.WT.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Neonatal.CtrlRescue.vs.WT.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Adult.Rescue.vs.WT.Adult.Alone.sig - 2022-12-10 05:35 PM	WT.Adult.CtrlRescue.vs.WT.Neonatal.CtrlRescue.sig - 2022-12-10 05:35 PM	WT.Adult.Rescue.vs.HD.Neonatal.Rescue.sig - 2022-12-10 05:35 PM
FOXQ1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PNPLA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EDF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Irs3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pimozide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NELFA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC30A3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TLE3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLC gamma	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GIMAP1-GIMAP5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2,2-dichloroacetophenone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
quinuclidinyl benzilate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC25A27	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
indole-3-carbinol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
fascaplysin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
8-hydroxy-2-(di-n-propylamino)tetralin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NUP98-HOXA9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-329	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NUCB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N-Cadherin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
(-)-norephedrine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TEX11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
persea declinata (bl.) kosterm bark methanolic crude extract	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TOB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
volinanserin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cinnamon powder	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
devazepide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
POLR2A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S100A14	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NR1D1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MPT0G009	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TOP1MT	N/A	N/A	0.0	N/A	N/A	N/A	N/A	N/A
ZFP36L1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
A230072C01Rik	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
modafinil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1,2,3,6,7,8-hexachlorodibenzofuran	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4-methylene-2-octyl-5-oxotetrahydrofuran-3-carboxylic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
D-glucosaminylphosphatidylinositol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SNHG29	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
7S NGF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EPGN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RNMT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CPI169	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACTB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
juglone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GLIPR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
METTL7B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CERT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NASP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SL 327	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ladostigil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SNHG17	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AFF4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BCR-JAK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BTRC	N/A	N/A	N/A	N/A	N/A	0.0	N/A	N/A
PKR dimer	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-296-3p (miRNAs w/seed AGGGUUG)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PADI4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CS-1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
20alpha-hydroxycholesterol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
trichosanthin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRSS3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-142-5p (and other miRNAs w/seed AUAAAGU)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DLL3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
XAV939	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FBXL5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAPGEF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARHGEF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GTF2I	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
C2CD5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBE2D3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
neomycin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
glucuronic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PCDH11Y	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KRT10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
bisindole-linked pyrrolo[2,1-c][1,4]benzodiazepine 5b	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Retinoic acid-RAR-RXR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RNF165	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TERT	N/A	N/A	N/A	N/A	N/A	0.0	N/A	N/A
FANCA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
fumaric acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FOXA3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLA2G5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DEPTOR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-380-3p (miRNAs w/seed AUGUAAU)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PGK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ketanserin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CLDN2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PSMB5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Cop9 Signalosome	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DENR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCDC62	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pravastatin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
USP17L22 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
trypsin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tarenflurbil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tetrathiomolybdate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-194-5p (miRNAs w/seed GUAACAG)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SHCBP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP2K2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Cdk9 inhibitor II	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
vanillyl-N-nonylamide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CG-806	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ATF7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nicardipine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
glycosylated somatostatin derivative smsDX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MUC3A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UHRF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
reserpine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
F10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RECK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CLK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
estrone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
alpha-tocotrienol/beta-tocotrienol/delta-tocotrienol/gamma-tocotrienol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
7-ketocholesterol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Z-VEID-FMK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
APLNR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
edratide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
alkali-extractable mycelial polysaccharide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MLH1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCAT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARHGEF17	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
INTERLEUKIN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAPSN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ETS-ELK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cytarabine/filgrastim/fludarabine phosphate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CYM50358	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-423-5p (and other miRNAs w/seed GAGGGGC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STAT1/3 dimer	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DLGAP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SYNJ1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
flurothyl	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PD 180970	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nitrosomethylurethane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VGF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
betel quid extract	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NAT8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
H6PD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHMP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TAK715	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SERPINH1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RNU7-1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RTKN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-454-3p mimic	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LSM10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
polyglactin 910	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-147a (miRNAs w/seed UGUGUGG)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KIFAP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EMP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Triton X-100	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MMP7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
halothane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NKX3-1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GRHL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SGCA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Scf skp2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
oxiconazole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Pdgf Ab	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF5A2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
omigapil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CST7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BRAF inhibitor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
salinomycin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
manidipine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
7,8-dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ATP5F1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N-methylscopolamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Cdkn1c	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MUCL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNF32	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BCLAF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STMN2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
n5-(1-iminoethyl)-l-ornithine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B7-33	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NEK7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Sry	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBA5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cycloserine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N-lauroyl-L-phenylalanine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LINC00887	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RTN2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methyl 4-(adenin-9-yl)-2-hydroxybutanoate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SPRY1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KLF17	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VPS25	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAMP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
formylmethylflavin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHD5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-612	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1,2,3,7,8-pentachlorodibenzo-p-dioxin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Crnde	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZC3H13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methyl pyruvate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-338	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADGRG3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
aloxistatin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-335	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ERMN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hoechst 33342	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
taxifolin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DDX28	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
fluvoxamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPS15	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2-amino-3-phosphonopropionic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UVSSA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MS049	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MESP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KCNIP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Li+	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRNAU1AP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S100P	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IGFBP7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tramadol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zuo-jin-wan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
leupeptin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DY-9836	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
guanfacine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SCN1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNF224	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FBXO8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MED15	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methylphenidate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Lectin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
galnon	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MESP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FANCE	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GDF15	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RHOU	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IQGAP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2,3-pentanedione	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
levothyroxine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3-iodothyronamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHRM3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAPKAPK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
morin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
arundic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DLEU2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TBXT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ILX-23-7553	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DERL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
azetidine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sn-1,2-didecanoylglycerol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
malonic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2-methylthio-ATP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FICD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BAP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MTUS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
POMGNT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TNR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1,10-Bis(carboxymethylthiodecane)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NSRP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MT-TM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
T2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
QPCT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
omeprazole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GAK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPL10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRPV2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
corticotropin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RNPS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EG443	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dianthus chinensis l. ethanol extract	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-127-3p (miRNAs w/seed CGGAUCC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
quisinostat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OXT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SV2A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
APBA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC6A2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
yohimbine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CTU1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GNB5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
itanapraced	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRSF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6-OH-BDE-47	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
K118	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-940	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OSMR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VAV1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-292b-5p (and other miRNAs w/seed CUCAAAA)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MPRIP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-542-5p (miRNAs w/seed CGGGGAU)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EFNA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.0
LINC00842	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ELANE	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
artemether	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
paroxetine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FERD3L	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
C10orf99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dimethyl succinate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CMP5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MHY1485	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
teleocidins	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
H2BC3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
epothilone B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
A830082K12Rik	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CRANAD-17	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDLIM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLAT	N/A	N/A	N/A	N/A	0.0	0.0	N/A	N/A
WASL	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lonafarnib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AATF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nisoldipine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PMS2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2-aminoethoxydiphenylborane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BIIE 0246	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COMMD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
bixin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
onapristone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMC1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
motexafin gadolinium	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
anti-miR-185-5p	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LMK-235	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RHBDD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STAT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MPST	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
gabapentin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
(S)-flurbiprofen	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRPM3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZYX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
glabridin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3beta-methoxypregnenolone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RER1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-130a-3p (and other miRNAs w/seed AGUGCAA)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
saikosaponin A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1,2,3,4,6,7,8-heptachlorodibenzofuran	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-125a-3p inhibitor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KIF23	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTPRU	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CALCR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FDXR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CTNNβ-LEF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
silicon phthalocyanine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mini-GAGR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
P5091	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
